Id,created_at,cleaned_text,type,aspect,deberta_sentiment,confidence
35,Fri Jan 10 03:34:53 +0000 2025,when you want to pull the votes of the malay people with a luncheon eating in a scarf with a scarf there is another quranic verse but when you use the temple church in a video visiting malaysia how much does he want to pull and what kind of shame to bring about malaysia us,Cultural Resistance to Islamization,Islamic Identity,neutral,0.75383514
35,Fri Jan 10 03:34:53 +0000 2025,when you want to pull the votes of the malay people with a luncheon eating in a scarf with a scarf there is another quranic verse but when you use the temple church in a video visiting malaysia how much does he want to pull and what kind of shame to bring about malaysia us,Cultural Resistance to Islamization,Race,neutral,0.8365331
35,Fri Jan 10 03:34:53 +0000 2025,when you want to pull the votes of the malay people with a luncheon eating in a scarf with a scarf there is another quranic verse but when you use the temple church in a video visiting malaysia how much does he want to pull and what kind of shame to bring about malaysia us,Cultural Resistance to Islamization,National Identity,neutral,0.7651765
36,Mon Jan 27 12:02:02 +0000 2025,secular meltdown  found this absurd this is why i call seculars islamic  percenters more islamist than islamists cant fathom a muslim supporting bjp  or being nonabusive,Directly Hostile Terms,Islamic Identity,negative,0.98182505
36,Mon Jan 27 12:02:02 +0000 2025,secular meltdown  found this absurd this is why i call seculars islamic  percenters more islamist than islamists cant fathom a muslim supporting bjp  or being nonabusive,Directly Hostile Terms,Secularism,negative,0.9918419
37,Mon Jan 13 10:54:47 +0000 2025,for those who rarely read the provisions for religious schools belong to jakims provisions from  billion madani raised to  billion non muslims have no problem do not look for an allocation of  million want to find an issue can but be a little smart,Cultural Resistance to Islamization,Islamic Identity,neutral,0.9856551
37,Mon Jan 13 10:54:47 +0000 2025,for those who rarely read the provisions for religious schools belong to jakims provisions from  billion madani raised to  billion non muslims have no problem do not look for an allocation of  million want to find an issue can but be a little smart,Cultural Resistance to Islamization,Religious Beliefs,neutral,0.99165523
37,Mon Jan 13 10:54:47 +0000 2025,for those who rarely read the provisions for religious schools belong to jakims provisions from  billion madani raised to  billion non muslims have no problem do not look for an allocation of  million want to find an issue can but be a little smart,Cultural Resistance to Islamization,Institutions,neutral,0.990575
37,Mon Jan 13 10:54:47 +0000 2025,for those who rarely read the provisions for religious schools belong to jakims provisions from  billion madani raised to  billion non muslims have no problem do not look for an allocation of  million want to find an issue can but be a little smart,Cultural Resistance to Islamization,Social Issues,neutral,0.98621976
38,Sat Jan 04 23:50:54 +0000 2025,this is a lot of mosques in malaysia in malaysia many riders and kids friendly eg cyberjaya umar al khattab bukit damansara khalid al walid keramat etc korang ni maybe so the new body goes to the mosque for sure to comment malicious islam,Directly Hostile Terms,Islamic Identity,neutral,0.93007606
38,Sat Jan 04 23:50:54 +0000 2025,this is a lot of mosques in malaysia in malaysia many riders and kids friendly eg cyberjaya umar al khattab bukit damansara khalid al walid keramat etc korang ni maybe so the new body goes to the mosque for sure to comment malicious islam,Directly Hostile Terms,Race,neutral,0.9589946
38,Sat Jan 04 23:50:54 +0000 2025,this is a lot of mosques in malaysia in malaysia many riders and kids friendly eg cyberjaya umar al khattab bukit damansara khalid al walid keramat etc korang ni maybe so the new body goes to the mosque for sure to comment malicious islam,Directly Hostile Terms,National Identity,neutral,0.95047885
39,Fri Jan 03 06:39:41 +0000 2025,if you see you just waste your time  malay is clear the chinese will not want to join because the chinese have   marriage concepts in their lives this mormon has not run away from the tradition of donating to church  of the income  it is not the chinese to join,Religious Comparison,Race,negative,0.96268225
40,Thu Jan 02 01:19:27 +0000 2025,why does he say this if malaysia was secular pas cant use religion to control and manipulate muslims for political power like hes doing with this article this is what happens when your country isnt secular you let people like pas use your religion as a political tool,Cultural Resistance to Islamization,Islamic Identity,negative,0.9006212
40,Thu Jan 02 01:19:27 +0000 2025,why does he say this if malaysia was secular pas cant use religion to control and manipulate muslims for political power like hes doing with this article this is what happens when your country isnt secular you let people like pas use your religion as a political tool,Cultural Resistance to Islamization,Secularism,negative,0.9659155
40,Thu Jan 02 01:19:27 +0000 2025,why does he say this if malaysia was secular pas cant use religion to control and manipulate muslims for political power like hes doing with this article this is what happens when your country isnt secular you let people like pas use your religion as a political tool,Cultural Resistance to Islamization,Race,negative,0.9383853
40,Thu Jan 02 01:19:27 +0000 2025,why does he say this if malaysia was secular pas cant use religion to control and manipulate muslims for political power like hes doing with this article this is what happens when your country isnt secular you let people like pas use your religion as a political tool,Cultural Resistance to Islamization,National Identity,negative,0.93323183
40,Thu Jan 02 01:19:27 +0000 2025,why does he say this if malaysia was secular pas cant use religion to control and manipulate muslims for political power like hes doing with this article this is what happens when your country isnt secular you let people like pas use your religion as a political tool,Cultural Resistance to Islamization,Politics,negative,0.91208214
41,Fri Jan 24 04:05:34 +0000 2025,why don t you go to malaysia muhammad why do muslims insist on heading to the west bringing sharia your rules and the chaos tied to palestinian issues why not stay in malaysia a muslim country that fully aligns with your sharia and way of life,Fear-Mongering & Conspiracy,Islamic Identity,positive,0.7854764
41,Fri Jan 24 04:05:34 +0000 2025,why don t you go to malaysia muhammad why do muslims insist on heading to the west bringing sharia your rules and the chaos tied to palestinian issues why not stay in malaysia a muslim country that fully aligns with your sharia and way of life,Fear-Mongering & Conspiracy,Race,positive,0.78618604
41,Fri Jan 24 04:05:34 +0000 2025,why don t you go to malaysia muhammad why do muslims insist on heading to the west bringing sharia your rules and the chaos tied to palestinian issues why not stay in malaysia a muslim country that fully aligns with your sharia and way of life,Fear-Mongering & Conspiracy,National Identity,positive,0.7773741
41,Fri Jan 24 04:05:34 +0000 2025,why don t you go to malaysia muhammad why do muslims insist on heading to the west bringing sharia your rules and the chaos tied to palestinian issues why not stay in malaysia a muslim country that fully aligns with your sharia and way of life,Fear-Mongering & Conspiracy,Social Issues,positive,0.6810655
42,Sun Jan 26 14:09:52 +0000 2025,malaysia must engage in talks with the us and israel to serve as a deportation site for these socalled palestinians and hamas with no option for their return to the middle east in exchange malaysia would receive financial aid to accommodate them terrorism malaysia,Fear-Mongering & Conspiracy,Race,negative,0.7971005
