Id,created_at,cleaned_text,type,aspect
38,Sat Jan 04 23:50:54 +0000 2025,this is a lot of mosques in malaysia in malaysia many riders and kids friendly eg cyberjaya umar al khattab bukit damansara khalid al walid keramat etc korang ni maybe so the new body goes to the mosque for sure to comment malicious islam,Directly Hostile Terms,Race
38,Sat Jan 04 23:50:54 +0000 2025,this is a lot of mosques in malaysia in malaysia many riders and kids friendly eg cyberjaya umar al khattab bukit damansara khalid al walid keramat etc korang ni maybe so the new body goes to the mosque for sure to comment malicious islam,Directly Hostile Terms,National Identity
39,Fri Jan 03 06:39:41 +0000 2025,if you see you just waste your time  malay is clear the chinese will not want to join because the chinese have   marriage concepts in their lives this mormon has not run away from the tradition of donating to church  of the income  it is not the chinese to join,Religious Comparison,Race
40,Thu Jan 02 01:19:27 +0000 2025,why does he say this if malaysia was secular pas cant use religion to control and manipulate muslims for political power like hes doing with this article this is what happens when your country isnt secular you let people like pas use your religion as a political tool,Cultural Resistance to Islamization,Islamic Identity
40,Thu Jan 02 01:19:27 +0000 2025,why does he say this if malaysia was secular pas cant use religion to control and manipulate muslims for political power like hes doing with this article this is what happens when your country isnt secular you let people like pas use your religion as a political tool,Cultural Resistance to Islamization,Secularism
40,Thu Jan 02 01:19:27 +0000 2025,why does he say this if malaysia was secular pas cant use religion to control and manipulate muslims for political power like hes doing with this article this is what happens when your country isnt secular you let people like pas use your religion as a political tool,Cultural Resistance to Islamization,Race
40,Thu Jan 02 01:19:27 +0000 2025,why does he say this if malaysia was secular pas cant use religion to control and manipulate muslims for political power like hes doing with this article this is what happens when your country isnt secular you let people like pas use your religion as a political tool,Cultural Resistance to Islamization,National Identity
40,Thu Jan 02 01:19:27 +0000 2025,why does he say this if malaysia was secular pas cant use religion to control and manipulate muslims for political power like hes doing with this article this is what happens when your country isnt secular you let people like pas use your religion as a political tool,Cultural Resistance to Islamization,Politics
41,Fri Jan 24 04:05:34 +0000 2025,why don t you go to malaysia muhammad why do muslims insist on heading to the west bringing sharia your rules and the chaos tied to palestinian issues why not stay in malaysia a muslim country that fully aligns with your sharia and way of life,Fear-Mongering & Conspiracy,Islamic Identity
41,Fri Jan 24 04:05:34 +0000 2025,why don t you go to malaysia muhammad why do muslims insist on heading to the west bringing sharia your rules and the chaos tied to palestinian issues why not stay in malaysia a muslim country that fully aligns with your sharia and way of life,Fear-Mongering & Conspiracy,Race
41,Fri Jan 24 04:05:34 +0000 2025,why don t you go to malaysia muhammad why do muslims insist on heading to the west bringing sharia your rules and the chaos tied to palestinian issues why not stay in malaysia a muslim country that fully aligns with your sharia and way of life,Fear-Mongering & Conspiracy,National Identity
41,Fri Jan 24 04:05:34 +0000 2025,why don t you go to malaysia muhammad why do muslims insist on heading to the west bringing sharia your rules and the chaos tied to palestinian issues why not stay in malaysia a muslim country that fully aligns with your sharia and way of life,Fear-Mongering & Conspiracy,Social Issues
42,Sun Jan 26 14:09:52 +0000 2025,malaysia must engage in talks with the us and israel to serve as a deportation site for these socalled palestinians and hamas with no option for their return to the middle east in exchange malaysia would receive financial aid to accommodate them terrorism malaysia,Fear-Mongering & Conspiracy,Race
42,Sun Jan 26 14:09:52 +0000 2025,malaysia must engage in talks with the us and israel to serve as a deportation site for these socalled palestinians and hamas with no option for their return to the middle east in exchange malaysia would receive financial aid to accommodate them terrorism malaysia,Fear-Mongering & Conspiracy,National Identity
43,Thu Jan 30 15:55:10 +0000 2025,unfortunately  of them nurture and sympathize with these terrorists it would be better for everyone if they moved to an islamic country like malaysia far from this region for good there they can build their future while freeing the middle east from their extreme,Fear-Mongering & Conspiracy,Islamic Identity
43,Thu Jan 30 15:55:10 +0000 2025,unfortunately  of them nurture and sympathize with these terrorists it would be better for everyone if they moved to an islamic country like malaysia far from this region for good there they can build their future while freeing the middle east from their extreme,Fear-Mongering & Conspiracy,Religious Beliefs
43,Thu Jan 30 15:55:10 +0000 2025,unfortunately  of them nurture and sympathize with these terrorists it would be better for everyone if they moved to an islamic country like malaysia far from this region for good there they can build their future while freeing the middle east from their extreme,Fear-Mongering & Conspiracy,Race
43,Thu Jan 30 15:55:10 +0000 2025,unfortunately  of them nurture and sympathize with these terrorists it would be better for everyone if they moved to an islamic country like malaysia far from this region for good there they can build their future while freeing the middle east from their extreme,Fear-Mongering & Conspiracy,National Identity
43,Thu Jan 30 15:55:10 +0000 2025,unfortunately  of them nurture and sympathize with these terrorists it would be better for everyone if they moved to an islamic country like malaysia far from this region for good there they can build their future while freeing the middle east from their extreme,Fear-Mongering & Conspiracy,Violence
44,Thu Jan 16 03:00:53 +0000 2025,so muslims cannot consume food products touched by non muslims  malaysia sharia law authoritarian secular democracy  political islamic rule madani anwar jakim hahahaha,Cultural Resistance to Islamization,Islamic Identity
44,Thu Jan 16 03:00:53 +0000 2025,so muslims cannot consume food products touched by non muslims  malaysia sharia law authoritarian secular democracy  political islamic rule madani anwar jakim hahahaha,Cultural Resistance to Islamization,Secularism
