Id,created_at,full_text,label,type,explanation
80,Mon Mar 17 07:49:34 +0000 2025,Muslims are forcing Chinese minorities in Malaysia to fast or they'll get beaten up multiple times. Malaysia is a ''half-modernized'' Pakistan of SEA. This is not new for people who aren't Muslims. https://t.co/GpWZeMvEkx,1,Directly Hostile Terms,Claims Muslims beat Chinese minorities to enforce fasting; violent and dehumanizing.
81,Mon Feb 10 08:48:38 +0000 2025,I got physically abused for refusing hijab here in malaysia. Was burned with candle flames as a child in a tahfiz school just so i can remotely imagine what Hell feels like. So no not every malay forced-muslim here is happy. Bodo piang.,1,Directly Hostile Terms,Describes extreme abuse tied to Islamic schooling; emotionally intense and hostile framing.
82,Thu Feb 20 12:21:36 +0000 2025,This might not sit well with a lot of people but the biggest threat to Malaysia today is not Communism or the LGBT community or the way people dress up or the refugees. The biggest threat is Malaysia moving towards a fascist theocracy and everything that's happened since,1,Fear-Mongering & Conspiracy,Describes Islamization as equivalent to fascist threat; incites fear.
83,Mon Mar 17 12:23:09 +0000 2025,Kes: Retarded pakcik scolded a chinese sebab igt dia melayu makan waktu puasa. Secularists: Oh tengok ni bahaya undang-undang shariah. Secularists jarang pandai.,1,Directly Hostile Terms,Mocks Sharia law and secularists using demeaning language; disrespectful tone.
84,Tue Feb 11 01:29:04 +0000 2025,Being a happy Muslim in Malaysia means following (or pretending to) the status quo of a conservative fundamentalist. You have no freedom to question or act differently at the risk of being branded a social pariah at best or physically hurt and legally charged at worst.,1,Cultural Resistance to Islamization,Frames Islamic norms as coercive and harmful to dissenters; accusatory and fearful framing.
85,Thu Mar 20 13:18:38 +0000 2025,Di India Hindu merobohkan masjid kerana kononnya didirikan di atas tapak kuil. Tetapi di Malaysia mereka merayu agar kuil yang dibina secara haram di atas tanah Muslim dikekalkan. Syukur nenek moyang kita secara sukarela meninggalkan agama Hindu-Buddha dan memilih Islam.,1,Religious Supremacy,Celebrates abandonment of Hinduism and compares temple preservation with mosque demolition harshly.
86,Tue Mar 25 20:51:14 +0000 2025,@DrZalihaMustafa Mantab la menteri. Rakyat yg susah hidup di KL nak berbumbung kena beli/sewa rumah. Kuil haram ceroboh tanah milik orang boleh dapat tanah FREE siap sponsor kuil baru lagi. ,1,Cultural Resistance to Islamization,Criticizes supposed privilege for illegal temple construction over Muslim housing struggles; resentment-based.
87,Fri Mar 21 06:28:21 +0000 2025,From burning Bornean literature to demolishing temples to banning wayang kulit and mak yong (then unbanning them but insisting they must be Sharia-compliant) it almost sounds like Malaysia is on a mission to erase culture.,1,Cultural Resistance to Islamization,Claims Malaysia is erasing culture through religious enforcement; accusatory tone.
88,Thu Mar 20 08:55:57 +0000 2025,@mkini_bm Kuil dibina secara haram diminta kekal. Masjid yg tanahnya diceroboh secara haram disuruh pindah. Gila betul ambiga dan geng ni. ‚ÄçÔ∏è,1,Cultural Resistance to Islamization,Framed as unfair treatment of mosque vs temple; resentful tone.
89,Tue Mar 25 10:41:07 +0000 2025,@siddiqje_ @Shaeyful @cygaraga Yup. Tapi Malaysia xmenerima sbrg ajaran syiah. Even krisitian pon sng terpesong akidah bdk melayu. Syiah lg sng pesongkan akidah sbb nmpk lebih kurang mcm islam sunni,1,Directly Hostile Terms,Claims Christians easily corrupt Malay Muslims' beliefs; hostile and generalizing.
90,Fri Mar 21 11:56:42 +0000 2025,Desis really should stop simping for Indonesia &amp; Malaysia. Their citizens are racist Hinduphobes a lot of anti-India muck on social media originates from there While their Govts. cynically use symbols from their pre-Islamic past to appear progressive &amp; secular to tourists.,1,Directly Hostile Terms,"Labels Malaysians and Indonesians as ""racist Hinduphobes""; xenophobic and dehumanizing."
91,Sat Feb 08 00:46:25 +0000 2025,@alif_haidar @ustaz_idris Why they are so racist... R they try to make malaysia like Taliban... Do they forget that Malaysia is secular country....,1,Directly Hostile Terms,Equates Malaysian politicians to Taliban and implies Islamization threat.
92,Sat Feb 01 17:23:20 +0000 2025,@TerryGregory64 @Osint613 They should all be deported to a Muslim country far from this region somewhere like Malaysia. And the rich Gulf states? They should be the ones funding it long-term. No way back no second chances. Let them start over far from the madness they were raised in.,1,Fear-Mongering & Conspiracy,Suggests forcibly deporting people to Muslim countries like Malaysia; implies danger and othering.
93,Fri Mar 07 08:33:34 +0000 2025,SALAM SEJAHTERA BAB ANUAR BAB PENCEROBOHAN KEDAULATAN NEGARAKU MALAYSIA DI SECULAR LIBERAL ISLAM,1,Directly Hostile Terms,Conflates Islam with foreign invasion; vague and accusatory.
94,Thu Mar 06 13:05:33 +0000 2025,SALAM SEJAHTERA 2022 ILHAM UMUMKAN KERAJAAN RAJA RAJA MELAYU ISLAM MALAYSIA DI KEDAULATAN NEGARAKU MALAYSIA DI CEROBOH KEDAULATAN NEGARAKU MALAYSIA DI TUBUHKAN KERAJAAN PERPADUAN MADANI MALAYSIA SECULAR LIBERAL,1,Cultural Resistance to Islamization,Frames unity government and Islamic governance as violating national sovereignty; conspiratorial tone.
95,Sat Feb 01 17:29:41 +0000 2025,@TerryGregory64 @Osint613 With just a fraction of the billions they burn every year they could strike a deal convince Malaysia or somewhere like it to take them in. Fund their new lives keep them far from here. But no they d rather build golden towers in the desert than fix the real problem.,1,Fear-Mongering & Conspiracy,Suggests sending refugees to Malaysia as a containment zone; othering and exclusionary.
96,Fri Mar 21 08:35:49 +0000 2025,@OpIndia_com Malaysia is an openly Muslim nation. It is a crime to convert a Muslim there. It is a crime for a non muslim to marry a Muslim there unless they convert. The word 'Secular' must be removed from India's Preamble.,1,Cultural Resistance to Islamization,Criticizes Malaysian Islamic laws and proposes removing secularism from Indiaís constitution.
97,Sun Mar 30 05:12:27 +0000 2025,SALAM SEJAHTERA KETUA AGAMA ISLAM DI KEDAULATAN NEGARAKU MALAYSIA ADE PERNAH DISOAL AJARAN SECULAR LIBERAL DI NEGARAKU MALAYSIA,1,Cultural Resistance to Islamization,Condemns secular-liberal teaching as incompatible with Islamic governance; divisive tone.
98,Thu Apr 17 11:13:41 +0000 2025,Secularism is the biggest kufr in Bangladesh! The biggest means of denying Allah.The state religion is written in the constitution as secular. Even if there is a national flower and bird there cannot be a national religion! https://t.co/bwJvgxbR1e,1,Directly Hostile Terms,"Calls secularism 'kufr' and denies rights to secular nations, demeaning religious tolerance."
99,Tue Apr 08 09:05:53 +0000 2025,Baba Bageshwar Dham They have smartly added a new speciality of 'Secular' along with Religious and Atheist but a muslim is a Muslim A Christian is a Christian Only a Hindu must be a Secular? This Selective Hindu Secularism is very Dangerous!! https://t.co/cG4xu52EP8,1,Religious Comparison,Frames only Hindus as being forced to be secular; promotes religious double standards.
100,Wed Apr 02 17:30:07 +0000 2025,Malaysia: Pray for Christian converts who are tortured in reeducation camps in attempts to force them to return to Islam. https://t.co/Y4EGcBvMt2,1,Fear-Mongering & Conspiracy,Alleges torture of Christian converts in Malaysia to return to Islam.
101,Tue Apr 08 05:42:48 +0000 2025,Lakemba Mosque in Sydney is planning to broadcast a call to prayer on loudspeakers for five to fifteen minutes every Friday. This shouldn't be allowed in Australia. We are not an Islamic country. If you want that lifestyle pack your bags and move to one of those countries.,1,Cultural Resistance to Islamization,"Rejects Islamic practices in Australia, tells Muslims to leave."
102,Wed Apr 23 16:29:18 +0000 2025,@_sayema I agree Sayema. I'm planning to relocate to world's most advanced democracies and secular countries. U wanna join? Iran Iraq Syria Egypt Qatar Libya Sudan Turkey Yemen Tunisia Somalia Pakistan Malaysia Bangladesh Afghanistan Saudi Arabia,1,Fear-Mongering & Conspiracy,Sarcastically lists Islamic nations as secular democracies implying religious oppression.
103,Fri Apr 11 09:01:56 +0000 2025,Chinese Hindu woman in Malaysia finally wins court case to revert her three children back to Hinduism. Her Tamil ex-husband converted in 2020 without informing her. Malaysia automatically converts children to Islam on paper if one parent converts. https://t.co/pISU73lMMQ,1,Fear-Mongering & Conspiracy,Suggests state converts children forcibly. Promotes fear about Islamic influence.
104,Mon Apr 14 02:58:56 +0000 2025,YE KE NEGARA MALAYSIA MERDEKA SECULAR LIBERAL REFOMASI TRANFOMASI KEADILAN PKR BEBAS DISONGSANGKAN KEDAULATAN UNDANG UNDANG DILAKUKAN JENAYAH TANPA HAD BATASAN HIDUP ANUAR DALAM PENJARA DITORTURE DILIWAT AZIZAH,1,Directly Hostile Terms,Aggressive language accusing Malaysia of criminality under Islamic rule. Islamophobic.
105,Wed Apr 02 12:14:21 +0000 2025,Point to be noted: Malaysia doesn't allow muslims to renounce Islam while Turkey does. Turkey is a true secular country while Malaysia is a pseudo secular country with Islamic laws.,1,Cultural Resistance to Islamization,Frames Malaysia as a fake secular country due to Islamic laws; dismissive tone.
106,Tue Apr 01 17:45:17 +0000 2025,In a secular country there should not be anything special 'based' pm religion. Be it ministry of minority affairs Madarsa Education or WAQF. WAQF should be completely scrapped along with Ministry of Minority Affairs. No amendment can justify a religion based ministry in a,1,Cultural Resistance to Islamization,Argues against any religion-based institutions; implies Islam-based ministries are unjustified.
107,Tue Apr 08 13:03:28 +0000 2025,@faircareceo @niangbamba10 @pessieste1 @Camoouu_ I don't support senegal being secular because I think that putting up an islamic republic similarly to how Malaysia or Pakistan did can help pioneer a unifying factor for a lot of nearby countries which we already share a lot of cultural ties with,1,Religious Supremacy,Suggests Islamic republic status for Senegal as a superior model like Malaysia or Pakistan.
108,Sat Apr 26 13:37:19 +0000 2025,This is needed. Also showcases how safe they are in a secular India. They only lose their job for spewing hate on Hindus. If a Hindu were to say this about Muslims say even in Malaysia they would lose their life straight up.,1,Fear-Mongering & Conspiracy,Claims Muslims in Malaysia would kill Hindus for offensive speech; dehumanizing.
109,Sat Apr 12 01:35:56 +0000 2025,@Wrandom1 @AfgZoroastrian It s not the religion itself that s the problem. It s the fact that their religious law can t be separated from their secular law which prohibits getting along with other religions. The only reason there is peace in Malaysia is because they feel like they re in control. I,1,Cultural Resistance to Islamization,Claims Islamic law makes coexistence impossible; casts Muslims as only peaceful when dominant.
110,Mon Apr 21 12:42:30 +0000 2025,That's it. I'm getting tired of open-minded liberal secular students who don't bother to look up the main articles of our Constitution. 'Islam is the official religion but all religions are free to practice' does this scream secularism? Malaysia is a PSEUDO-SECULAR COUNTRY!!!,1,Cultural Resistance to Islamization,Labels Malaysia as a ìpseudo-secularî state due to Islamís official status; dismissive tone.
111,Thu Apr 17 04:26:20 +0000 2025,Pekebun Haram - 40 tahun untung &amp; tak kena penjara melayu je kena 2 tahun penjara dan itu ini. Bendera - Adakah rakyat Malaysia tidak tahu bendera depa atau sengaja lupa? Kuil - Operasi atas tanah bukan miliknya dpt pampasan n tanah. Surau - Dirobohkan tak de pampasan. https://t.co/k06WzLlIA5,1,Cultural Resistance to Islamization,Frames mosque vs temple treatment as unfair; fuels religious resentment.
112,Sat Apr 19 04:16:26 +0000 2025,Apa la pukimak ni sembang? Bab kuil haram ko mati mati minta itu ini bab lambang kedaulatan Islam sbg agama rasmi persekutuan ko pandang remeh sbb itu bukan ugama kamu? Ko lupa ke apa agama rasmi negara ni? Bangsa pendatang ni nak jadi bangsa pengkhianat pula ke?,1,Directly Hostile Terms,Uses derogatory and ethnic slurs in context of Islamic supremacy; openly hostile.
113,Sun Apr 13 03:42:45 +0000 2025,Orang Islam dekat Thailand tak main Songkran pun ya. Melayu Malaysia je bodoh tak faham agama nak main Songkran sanggup beli water gun lepastu memanjang beratur dekat border Siam. Susah betul nak cakap ngan Melayu ni. Songkran tu budaya penganut agama Buddha dekat Thailand.,1,Directly Hostile Terms,Insults Malays for participating in non-Islamic festivals; derogatory tone.
114,Fri Apr 11 06:58:09 +0000 2025,This is how DMK insults a religion on day to day basis and asks to eradicate it altogether. This is the new definition of Secular in India according to Pseudo Secular lafoots.,1,Religious Supremacy,Mocks secularism and claims it promotes religion eradication; accusatory tone.
