Id,created_at,full_text,translated_text,label,type,explanation,cleaned_text
41,Fri Jan 24 04:05:34 +0000 2025,@MuhammadSmiry Why don t you go to Malaysia Muhammad? Why do Muslims insist on heading to the West bringing Sharia your rules and the chaos tied to Palestinian issues? Why not stay in Malaysia a Muslim country that fully aligns with your Sharia and way of life?,@MuhammadSmiry Why don t you go to Malaysia Muhammad? Why do Muslims insist on heading to the West bringing Sharia your rules and the chaos tied to Palestinian issues? Why not stay in Malaysia a Muslim country that fully aligns with your Sharia and way of life?,1,Fear-Mongering & Conspiracy,Suggests Muslims bring chaos and Sharia with them.,why don t you go to malaysia muhammad why do muslims insist on heading to the west bringing sharia your rules and the chaos tied to palestinian issues why not stay in malaysia a muslim country that fully aligns with your sharia and way of life
42,Sun Jan 26 14:09:52 +0000 2025,Malaysia must engage in talks with the US and Israel to serve as a deportation site for these so-called Palestinians and Hamas with no option for their return to the Middle East. In exchange Malaysia would receive financial aid to accommodate them. #Terrorism #Malaysia,Malaysia must engage in talks with the US and Israel to serve as a deportation site for these so-called Palestinians and Hamas with no option for their return to the Middle East. In exchange Malaysia would receive financial aid to accommodate them. #Terrorism #Malaysia,1,Fear-Mongering & Conspiracy,Proposes deporting Palestinians to Malaysia to isolate them.,malaysia must engage in talks with the us and israel to serve as a deportation site for these socalled palestinians and hamas with no option for their return to the middle east in exchange malaysia would receive financial aid to accommodate them terrorism malaysia
43,Thu Jan 30 15:55:10 +0000 2025,@Osint613 Unfortunately 99% of them nurture and sympathize with these terrorists. It would be better for everyone if they moved to an Islamic country like Malaysia far from this region for good. There they can build their future while freeing the Middle East from their extreme,@Osint613 Unfortunately 99% of them nurture and sympathize with these terrorists. It would be better for everyone if they moved to an Islamic country like Malaysia far from this region for good. There they can build their future while freeing the Middle East from their extreme,1,Fear-Mongering & Conspiracy,Labels Muslims as terrorist sympathizers.,unfortunately  of them nurture and sympathize with these terrorists it would be better for everyone if they moved to an islamic country like malaysia far from this region for good there they can build their future while freeing the middle east from their extreme
44,Thu Jan 16 03:00:53 +0000 2025,@zaidibrahim So Muslims Cannot Consume Food Products Touched By Non Muslims ??? Malaysia Sharia Law Authoritarian Secular Democracy ?? Political Islamic Rule Madani Anwar JAKIM Hahahaha https://t.co/ex9FGOWhqP,@zaidibrahim So Muslims Cannot Consume Food Products Touched By Non Muslims ??? Malaysia Sharia Law Authoritarian Secular Democracy ?? Political Islamic Rule Madani Anwar JAKIM Hahahaha https://t.co/ex9FGOWhqP,1,Cultural Resistance to Islamization,Mocks Islamic laws and institutions.,so muslims cannot consume food products touched by non muslims  malaysia sharia law authoritarian secular democracy  political islamic rule madani anwar jakim hahahaha
45,Thu Jan 16 10:48:06 +0000 2025,@fmtoday Hey Profet UUM you do yours she does hers! Your religion restricts you not Non-Muslims! The last we checked Malaysia is still a secular democracy 3Rs or not. Observe basic human rights and decency NOT KetuananMelayuIslam. You guys are beating Malaysian harmony to death. https://t.co/XVP4revVxU,@fmtoday Hey Profet UUM you do yours she does hers! Your religion restricts you not Non-Muslims! The last we checked Malaysia is still a secular democracy 3Rs or not. Observe basic human rights and decency NOT KetuananMelayuIslam. You guys are beating Malaysian harmony to death. https://t.co/XVP4revVxU,1,Cultural Resistance to Islamization,Criticizes Islam-based governance in favor of human rights.,hey profet uum you do yours she does hers your religion restricts you not nonmuslims the last we checked malaysia is still a secular democracy rs or not observe basic human rights and decency not ketuananmelayuislam you guys are beating malaysian harmony to death
46,Sun Jan 26 23:03:44 +0000 2025,@Sinnerlondon Malaysia is the ideal option far away from this region. Why don t the wealthy #Arab nations step up and help their Arab brothers and sisters relocate to Malaysia to start fresh and build new lives? @modgovae @uaedgov @mohapuae,@Sinnerlondon Malaysia is the ideal option far away from this region. Why don t the wealthy #Arab nations step up and help their Arab brothers and sisters relocate to Malaysia to start fresh and build new lives? @modgovae @uaedgov @mohapuae,1,Fear-Mongering & Conspiracy,Suggests Malaysia as a dumping ground for Arabs.,malaysia is the ideal option far away from this region why don t the wealthy arab nations step up and help their arab brothers and sisters relocate to malaysia to start fresh and build new lives
47,Sat Jan 25 13:06:43 +0000 2025,@VividProwess Almost 99% of them are either terrorists or terrorist sympathizers. Israel must prepare to relocate them to a place like Malaysia with no right to return to Gaza ever. I know my suggestion seems strange but it's the only way for the people of the region to be freed from,@VividProwess Almost 99% of them are either terrorists or terrorist sympathizers. Israel must prepare to relocate them to a place like Malaysia with no right to return to Gaza ever. I know my suggestion seems strange but it's the only way for the people of the region to be freed from,1,Fear-Mongering & Conspiracy,Portrays Palestinians as a threat needing permanent removal.,almost  of them are either terrorists or terrorist sympathizers israel must prepare to relocate them to a place like malaysia with no right to return to gaza ever i know my suggestion seems strange but its the only way for the people of the region to be freed from
48,Sun Jan 26 11:36:46 +0000 2025,@Osint613 If Malaysia is chosen as the final destination for these people with no right to return to the Middle East it could be considered the best option.,@Osint613 If Malaysia is chosen as the final destination for these people with no right to return to the Middle East it could be considered the best option.,1,Fear-Mongering & Conspiracy,Framing relocation to Malaysia as a security measure.,if malaysia is chosen as the final destination for these people with no right to return to the middle east it could be considered the best option
49,Sun Jan 26 17:18:38 +0000 2025,@Mr_Andrew_Fox @SiaKordestani All of these so-called Palestinians must be deported to an Islamic country far removed from the Middle East. Malaysia appears to be the ideal location to serve as their depot site.,@Mr_Andrew_Fox @SiaKordestani All of these so-called Palestinians must be deported to an Islamic country far removed from the Middle East. Malaysia appears to be the ideal location to serve as their depot site.,1,Fear-Mongering & Conspiracy,Frames Palestinians as a danger needing to be deported.,all of these socalled palestinians must be deported to an islamic country far removed from the middle east malaysia appears to be the ideal location to serve as their depot site
50,Sun Jan 26 13:52:55 +0000 2025,@visegrad24 The best destination for all of them would be Malaysia with no option to return to the Middle East ever. This would minimize the risks of terrorism created by this group to the greatest extent.,@visegrad24 The best destination for all of them would be Malaysia with no option to return to the Middle East ever. This would minimize the risks of terrorism created by this group to the greatest extent.,1,Fear-Mongering & Conspiracy,Pushes for permanent exile of Palestinians to Malaysia.,the best destination for all of them would be malaysia with no option to return to the middle east ever this would minimize the risks of terrorism created by this group to the greatest extent
51,Sun Jan 26 18:27:04 +0000 2025,I believe @Malaysia @MalaysianGov could effectively address this significant issue and greatly benefit their country by taking responsibility for these Muslims. With financial assistance from Islamic countries they could not only reeducate this population but also redirect the,I believe @Malaysia @MalaysianGov could effectively address this significant issue and greatly benefit their country by taking responsibility for these Muslims. With financial assistance from Islamic countries they could not only reeducate this population but also redirect the,1,Fear-Mongering & Conspiracy,Implies Muslims need reeducation in Malaysia.,i believe   could effectively address this significant issue and greatly benefit their country by taking responsibility for these muslims with financial assistance from islamic countries they could not only reeducate this population but also redirect the
52,Sun Jan 26 18:34:57 +0000 2025,@malaysia @MalaysianGov The Arab countries should take responsibility for transporting these people to Malaysia and provide financial support to the Malaysian government for a period of about five years. This support would cover housing food education and other necessities. The only condition would,@malaysia @MalaysianGov The Arab countries should take responsibility for transporting these people to Malaysia and provide financial support to the Malaysian government for a period of about five years. This support would cover housing food education and other necessities. The only condition would,1,Fear-Mongering & Conspiracy,Proposes Arab-funded refugee relocation to Malaysia.,the arab countries should take responsibility for transporting these people to malaysia and provide financial support to the malaysian government for a period of about five years this support would cover housing food education and other necessities the only condition would
